Date,Open,High,Low,Close,Volume
2008-01-15,12777.5,12777.5,12488.8,12501.1,339725618
2008-01-16,12476.8,12613,12392.3,12466.2,500101778
2008-01-17,12467,12517.6,12128,12159.2,439805270
2008-01-18,12159.9,12341.5,12022.5,12099.3,483378744
2008-01-22,12092.7,12092.7,11634.8,11971.2,506546215
2008-01-23,11969.1,12276.7,11644.8,12270.2,536454266
2008-01-24,12272.7,12399.2,12241.8,12378.6,387981825
2008-01-25,12391.7,12486.9,12183.7,12207.2,393713197
2008-01-28,12205.7,12386,12112.1,12383.9,278993779
2008-01-29,12385.2,12503.2,12347,12480.3,285150923
2008-01-30,12480.1,12681.4,12406.2,12442.8,334696327
2008-01-31,12438.3,12702.4,12249.9,12650.4,394423220
2008-02-01,12638.2,12767.7,12602.3,12743.2,379529641
2008-02-04,12743.1,12749.8,12621.8,12635.2,237457478
2008-02-05,12631.8,12631.9,12264.1,12265.1,334287188
2008-02-06,12257.2,12390.3,12178.2,12200.1,296413385
2008-02-07,12196.2,12332.5,12120.4,12247,326278893
2008-02-08,12248.5,12281.9,12103.4,12182.1,262181931
2008-02-11,12181.9,12252.1,12069.5,12240,268122796
2008-02-12,12241.5,12469.4,12241.5,12373.4,257063711
2008-02-13,12368.1,12573.1,12367.8,12552.2,236245133
2008-02-14,12551.5,12557.6,12361.5,12377,233789959
2008-02-15,12376.7,12376.7,12278.6,12348.2,289840656
2008-02-19,12349.6,12505.2,12304.1,12337.2,257553471
2008-02-20,12333.3,12464,12227.7,12427.2,297905499
2008-02-21,12426.8,12503.5,12247.3,12284.3,293401992
2008-02-22,12281.1,12397.8,12155.2,12381,307013176
2008-02-25,12380.8,12584.6,12341,12570.2,288632166
2008-02-26,12569.5,12734.2,12512.4,12684.9,291705737
2008-02-27,12683.5,12756.5,12609.4,12694.3,263778540
